# PyMovie format
#
# from file: edge_on_disk_standard_penumbral_D55_R35_shotnoise_2.0_readnoise_20.0.csv
#
# shot noise level: 2
# read noise sigma: 20
# 
# D @ [00:00:3.2208]
# R @ [00:00:23.2208]
#
# lightcurve model: edge-on-disk
# event category: normal
#
# UTC time: 2022-12-25 19:15:10.291443+00:00   Lightcurve modeller version: 2.0 25 December 2022
#
# frame_time: 0.04000 sec
#
# asteroid_diameter_km:  150.00000 km
#
# asteroid_shadow_speed: 5.00000 km/sec
#
# asteroid_distance_AU:  5.00000 AU
#
# wavelength_nm: 540 nm
#
# miss_distance_km: 0.00000
#
# baseline intensity: 500.00000 ADU
#            magDrop: 2.18500
# bottom   intensity: 66.82978 ADU
#
# D_limb_angle_degrees: 55.0 degrees
# R_limb_angle_degrees: 35.0 degrees
#
# chord_length_sec: 20.00000 sec
# chord_length_km:  100.00000 km
#
# star_diameter_mas: 2.75755 mas
#
# fresnel_length: 0.45000 km
#
# ===== Alternate units =====
#
# star_diameter_km:  10.00000 km
# star_radius_km:    5.00000 km
# star_rho:          22.22 fresnel lengths
#
# asteroid_diameter_mas: 41.36330 mas
# asteroid_rho:          166.67 fresnel lengths
#
# asteroid_distance_arcsec:  1.75764 arcsec
#
# asteroid_speed_sky_motion: 1.37878 mas/sec
#
# 
#
FrameNum,timeInfo,signal-target_with_noise,signal-target_no_noise,signal-zeroLevel
428,[00:00:17.1200],89.67,66.83,19.99
429,[00:00:17.1600],66.11,66.83,-20.78
430,[00:00:17.2000],105.38,66.83,-33.76
431,[00:00:17.2400],123.19,66.83,12.25
432,[00:00:17.2800],95.78,66.83,24.33
433,[00:00:17.3200],39.84,66.83,-12.47
434,[00:00:17.3600],51.67,66.83,-24.53
435,[00:00:17.4000],47.08,66.83,25.59
436,[00:00:17.4400],33.14,66.83,-5.11
437,[00:00:17.4800],33.99,66.83,17.70
438,[00:00:17.5200],67.89,66.83,-12.31
439,[00:00:17.5600],71.41,66.83,-5.52
440,[00:00:17.6000],96.55,66.83,-27.84
441,[00:00:17.6400],39.29,66.83,-7.94
442,[00:00:17.6800],101.16,66.83,30.20
443,[00:00:17.7200],75.93,66.83,-11.09
444,[00:00:17.7600],57.30,66.83,4.52
445,[00:00:17.8000],17.02,66.83,-21.38
446,[00:00:17.8400],37.80,66.83,17.01
447,[00:00:17.8800],82.99,66.83,39.48
448,[00:00:17.9200],84.32,66.83,2.90
449,[00:00:17.9600],95.23,66.83,-18.97
450,[00:00:18.0000],97.01,66.83,5.96
451,[00:00:18.0400],46.49,66.83,10.12
452,[00:00:18.0800],86.37,66.83,-40.69
453,[00:00:18.1200],65.37,66.83,-25.19
454,[00:00:18.1600],45.53,66.83,47.99
455,[00:00:18.2000],59.16,66.83,-15.61
456,[00:00:18.2400],70.12,66.83,-37.37
457,[00:00:18.2800],28.96,66.83,10.87
458,[00:00:18.3200],61.36,66.83,46.61
459,[00:00:18.3600],74.92,66.83,24.18
460,[00:00:18.4000],91.91,66.83,21.38
461,[00:00:18.4400],44.79,66.83,-24.51
462,[00:00:18.4800],43.91,66.83,13.05
463,[00:00:18.5200],54.75,66.83,-7.89
464,[00:00:18.5600],105.50,66.83,13.65
465,[00:00:18.6000],63.64,66.83,-40.64
466,[00:00:18.6400],131.19,66.83,8.29
467,[00:00:18.6800],72.27,66.83,-0.42
468,[00:00:18.7200],93.75,66.83,6.83
469,[00:00:18.7600],82.19,66.83,34.68
470,[00:00:18.8000],88.16,66.83,-11.19
471,[00:00:18.8400],28.85,66.83,-11.28
472,[00:00:18.8800],53.72,66.83,16.76
473,[00:00:18.9200],46.14,66.83,8.93
474,[00:00:18.9600],63.75,66.83,-12.13
475,[00:00:19.0000],65.81,66.83,-14.78
476,[00:00:19.0400],9.91,66.83,12.85
477,[00:00:19.0800],85.91,66.83,-20.47
478,[00:00:19.1200],71.86,66.83,3.30
479,[00:00:19.1600],73.93,66.83,-29.89
480,[00:00:19.2000],69.23,66.83,-0.17
481,[00:00:19.2400],109.71,66.83,16.20
482,[00:00:19.2800],81.00,66.83,-20.06
483,[00:00:19.3200],57.06,66.83,-12.64
484,[00:00:19.3600],83.44,66.83,-6.02
485,[00:00:19.4000],119.67,66.83,27.41
486,[00:00:19.4400],101.29,66.83,37.69
487,[00:00:19.4800],98.69,66.83,17.47
488,[00:00:19.5200],70.44,66.83,-12.03
489,[00:00:19.5600],57.87,66.83,32.86
490,[00:00:19.6000],111.79,66.83,-12.37
491,[00:00:19.6400],75.10,66.83,24.07
492,[00:00:19.6800],71.11,66.83,25.58
493,[00:00:19.7200],85.10,66.83,-0.39
494,[00:00:19.7600],43.30,66.83,-51.17
495,[00:00:19.8000],117.45,66.83,15.43
496,[00:00:19.8400],61.77,66.83,0.15
497,[00:00:19.8800],97.90,66.83,-0.59
498,[00:00:19.9200],83.36,66.83,-20.83
499,[00:00:19.9600],68.37,66.83,-2.27
500,[00:00:20.0000],38.98,66.83,-40.07
501,[00:00:20.0400],43.46,66.83,19.14
502,[00:00:20.0800],72.02,66.83,5.98
503,[00:00:20.1200],80.76,66.83,2.17
504,[00:00:20.1600],92.11,66.83,-9.58
505,[00:00:20.2000],41.18,66.83,-1.25
506,[00:00:20.2400],51.57,66.83,-6.72
507,[00:00:20.2800],90.93,66.83,-34.21
508,[00:00:20.3200],77.36,66.83,3.12
509,[00:00:20.3600],65.85,66.83,30.03
510,[00:00:20.4000],106.37,66.83,-14.96
511,[00:00:20.4400],101.76,66.83,7.89
512,[00:00:20.4800],42.15,66.83,19.10
513,[00:00:20.5200],97.59,66.83,8.12
514,[00:00:20.5600],64.27,66.83,1.57
515,[00:00:20.6000],88.55,66.83,2.90
516,[00:00:20.6400],54.73,66.83,10.34
517,[00:00:20.6800],90.50,66.83,1.30
518,[00:00:20.7200],76.42,66.83,11.56
519,[00:00:20.7600],84.95,66.83,23.26
520,[00:00:20.8000],86.58,66.83,-14.88
521,[00:00:20.8400],64.69,66.83,-9.40
522,[00:00:20.8800],127.53,66.83,14.19
523,[00:00:20.9200],83.68,66.83,17.50
524,[00:00:20.9600],15.05,66.83,1.69
525,[00:00:21.0000],44.97,66.83,2.34
526,[00:00:21.0400],69.27,66.83,24.44
527,[00:00:21.0800],66.81,66.83,9.56
528,[00:00:21.1200],76.05,66.83,12.83
529,[00:00:21.1600],55.66,66.83,-19.50
530,[00:00:21.2000],53.86,66.83,-1.45
531,[00:00:21.2400],98.27,66.83,18.72
532,[00:00:21.2800],0.40,66.83,10.93
533,[00:00:21.3200],95.81,66.83,-9.67
534,[00:00:21.3600],98.17,66.83,-14.04
535,[00:00:21.4000],67.91,66.83,19.05
536,[00:00:21.4400],56.16,66.83,51.34
537,[00:00:21.4800],73.40,67.09,-23.34
538,[00:00:21.5200],22.79,68.46,10.46
539,[00:00:21.5600],64.19,70.14,-22.59
540,[00:00:21.6000],120.62,72.53,26.85
541,[00:00:21.6400],68.81,75.12,26.04
542,[00:00:21.6800],89.68,78.05,-19.33
543,[00:00:21.7200],83.89,81.07,-40.92
544,[00:00:21.7600],90.15,84.43,14.14
545,[00:00:21.8000],94.49,87.95,12.64
546,[00:00:21.8400],42.09,91.69,-2.37
547,[00:00:21.8800],98.78,95.72,-42.48
548,[00:00:21.9200],70.03,99.82,9.73
549,[00:00:21.9600],143.48,104.14,-0.15
550,[00:00:22.0000],147.32,108.61,12.93
551,[00:00:22.0400],106.31,113.22,5.23
552,[00:00:22.0800],136.19,118.18,-2.45
553,[00:00:22.1200],92.84,123.00,7.15
554,[00:00:22.1600],179.35,127.84,5.99
555,[00:00:22.2000],91.21,132.82,-6.32
556,[00:00:22.2400],48.21,138.00,34.54
557,[00:00:22.2800],113.71,143.28,-10.90
558,[00:00:22.3200],164.11,148.75,28.51
559,[00:00:22.3600],132.37,154.21,-2.96
560,[00:00:22.4000],182.97,159.78,4.92
561,[00:00:22.4400],166.80,165.39,-29.09
562,[00:00:22.4800],104.90,171.00,-2.73
563,[00:00:22.5200],186.46,176.89,-0.75
564,[00:00:22.5600],169.27,182.93,14.86
565,[00:00:22.6000],176.07,188.86,13.29
566,[00:00:22.6400],211.17,194.90,47.52
567,[00:00:22.6800],204.60,200.74,-18.01
568,[00:00:22.7200],189.69,206.77,19.41
569,[00:00:22.7600],185.08,212.88,-12.38
570,[00:00:22.8000],234.69,219.14,16.38
571,[00:00:22.8400],238.84,225.38,1.27
572,[00:00:22.8800],212.70,231.64,9.15
573,[00:00:22.9200],204.20,237.83,14.79
574,[00:00:22.9600],275.71,244.16,5.74
575,[00:00:23.0000],279.69,250.49,0.91
576,[00:00:23.0400],200.58,256.83,36.19
577,[00:00:23.0800],227.86,263.21,41.47
578,[00:00:23.1200],320.56,269.54,-4.01
579,[00:00:23.1600],290.58,275.80,13.89
580,[00:00:23.2000],282.42,282.07,-15.01
581,[00:00:23.2400],217.27,288.53,10.20
582,[00:00:23.2800],261.43,295.00,-20.68
583,[00:00:23.3200],303.34,301.40,-7.06
584,[00:00:23.3600],362.74,307.66,-13.48
585,[00:00:23.4000],314.56,313.84,-0.10
586,[00:00:23.4400],282.39,320.10,-2.96
587,[00:00:23.4800],300.51,326.50,29.86
588,[00:00:23.5200],304.21,332.90,7.30
589,[00:00:23.5600],371.77,339.16,2.98
590,[00:00:23.6000],392.05,345.41,11.01
591,[00:00:23.6400],394.99,351.55,18.53
592,[00:00:23.6800],340.86,357.60,29.18
593,[00:00:23.7200],386.51,363.74,38.91
594,[00:00:23.7600],397.78,369.73,-0.92
595,[00:00:23.8000],468.43,375.79,-11.40
596,[00:00:23.8400],396.16,381.78,15.43
597,[00:00:23.8800],423.93,387.66,-4.35
598,[00:00:23.9200],485.72,393.50,-14.89
599,[00:00:23.9600],449.31,399.33,-22.65
600,[00:00:24.0000],466.26,405.01,-15.10
601,[00:00:24.0400],384.72,410.62,9.38
602,[00:00:24.0800],413.74,416.09,-12.81
603,[00:00:24.1200],453.22,421.40,5.87
604,[00:00:24.1600],432.27,426.72,5.72
605,[00:00:24.2000],407.87,431.92,42.54
606,[00:00:24.2400],505.83,437.08,1.46
607,[00:00:24.2800],458.64,442.09,-16.45
608,[00:00:24.3200],422.62,446.92,-21.15
609,[00:00:24.3600],336.06,451.72,-10.82
610,[00:00:24.4000],454.01,456.37,8.25
611,[00:00:24.4400],463.63,461.02,-15.33
612,[00:00:24.4800],438.51,465.41,6.02
613,[00:00:24.5200],418.35,469.62,48.36
614,[00:00:24.5600],530.37,473.69,-5.95
615,[00:00:24.6000],513.74,477.39,16.73
616,[00:00:24.6400],529.92,480.95,-19.59
617,[00:00:24.6800],505.29,484.40,20.52
618,[00:00:24.7200],443.75,487.69,-4.29
619,[00:00:24.7600],483.14,490.67,-16.29
620,[00:00:24.8000],529.03,493.28,8.16
621,[00:00:24.8400],497.94,495.82,-0.86
622,[00:00:24.8800],451.51,497.74,-22.57
623,[00:00:24.9200],520.60,499.27,10.40
624,[00:00:24.9600],472.79,499.99,-27.15
625,[00:00:25.0000],497.78,500.00,-7.12
626,[00:00:25.0400],456.05,500.00,-12.91
627,[00:00:25.0800],438.09,500.00,-32.83
628,[00:00:25.1200],486.86,500.00,-4.08
629,[00:00:25.1600],551.44,500.00,-30.98
630,[00:00:25.2000],440.30,500.00,9.29
631,[00:00:25.2400],537.73,500.00,18.46
632,[00:00:25.2800],554.86,500.00,35.25
633,[00:00:25.3200],502.09,500.00,-18.67
634,[00:00:25.3600],445.72,500.00,6.55
635,[00:00:25.4000],427.08,500.00,4.51
636,[00:00:25.4400],478.03,500.00,-16.64
637,[00:00:25.4800],457.79,500.00,0.38
638,[00:00:25.5200],528.65,500.00,8.65
639,[00:00:25.5600],460.46,500.00,39.25
640,[00:00:25.6000],486.65,500.00,-3.74
641,[00:00:25.6400],522.81,500.00,33.85
642,[00:00:25.6800],492.73,500.00,10.03
643,[00:00:25.7200],486.69,500.00,-7.71
644,[00:00:25.7600],541.28,500.00,-22.03
645,[00:00:25.8000],420.80,500.00,-13.87
646,[00:00:25.8400],487.67,500.00,-16.84
647,[00:00:25.8800],556.23,500.00,-13.64
648,[00:00:25.9200],462.13,500.00,3.28
649,[00:00:25.9600],523.13,500.00,15.23
650,[00:00:26.0000],413.64,500.00,-5.63
651,[00:00:26.0400],495.27,500.00,-17.69
652,[00:00:26.0800],598.37,500.00,44.32
653,[00:00:26.1200],395.11,500.00,30.95
654,[00:00:26.1600],542.64,500.00,-15.63
655,[00:00:26.2000],548.43,500.00,-14.45
656,[00:00:26.2400],420.10,500.00,37.79
657,[00:00:26.2800],534.20,500.00,-5.17
658,[00:00:26.3200],513.64,500.00,-11.68
659,[00:00:26.3600],515.45,500.00,32.42
660,[00:00:26.4000],477.86,500.00,-4.36
661,[00:00:26.4400],528.48,500.00,7.82
662,[00:00:26.4800],514.72,500.00,32.54
663,[00:00:26.5200],557.01,500.00,2.25
664,[00:00:26.5600],469.95,500.00,-6.97
665,[00:00:26.6000],436.76,500.00,6.04
666,[00:00:26.6400],500.63,500.00,-1.18
667,[00:00:26.6800],490.10,500.00,-26.84
668,[00:00:26.7200],499.99,500.00,28.02
669,[00:00:26.7600],467.42,500.00,21.85
670,[00:00:26.8000],592.75,500.00,8.61
671,[00:00:26.8400],489.99,500.00,33.77
672,[00:00:26.8800],407.64,500.00,12.81
673,[00:00:26.9200],600.71,500.00,24.94
674,[00:00:26.9600],572.07,500.00,15.94
