# PyMovie format
#
# from file: edge_on_disk_standard_penumbral_D55_R35_shotnoise_2.0_readnoise_20.0.csv
#
# shot noise level: 2
# read noise sigma: 20
# 
# D @ [00:00:3.2208]
# R @ [00:00:23.2208]
#
# lightcurve model: edge-on-disk
# event category: normal
#
# UTC time: 2022-12-25 19:15:10.291443+00:00   Lightcurve modeller version: 2.0 25 December 2022
#
# frame_time: 0.04000 sec
#
# asteroid_diameter_km:  150.00000 km
#
# asteroid_shadow_speed: 5.00000 km/sec
#
# asteroid_distance_AU:  5.00000 AU
#
# wavelength_nm: 540 nm
#
# miss_distance_km: 0.00000
#
# baseline intensity: 500.00000 ADU
#            magDrop: 2.18500
# bottom   intensity: 66.82978 ADU
#
# D_limb_angle_degrees: 55.0 degrees
# R_limb_angle_degrees: 35.0 degrees
#
# chord_length_sec: 20.00000 sec
# chord_length_km:  100.00000 km
#
# star_diameter_mas: 2.75755 mas
#
# fresnel_length: 0.45000 km
#
# ===== Alternate units =====
#
# star_diameter_km:  10.00000 km
# star_radius_km:    5.00000 km
# star_rho:          22.22 fresnel lengths
#
# asteroid_diameter_mas: 41.36330 mas
# asteroid_rho:          166.67 fresnel lengths
#
# asteroid_distance_arcsec:  1.75764 arcsec
#
# asteroid_speed_sky_motion: 1.37878 mas/sec
#
# 
#
FrameNum,timeInfo,signal-target_with_noise,signal-target_no_noise,signal-zeroLevel
330,[00:00:13.2000],79.35,66.83,39.91
331,[00:00:13.2400],55.93,66.83,17.29
332,[00:00:13.2800],66.46,66.83,-9.99
333,[00:00:13.3200],39.03,66.83,9.47
334,[00:00:13.3600],45.20,66.83,26.19
335,[00:00:13.4000],67.42,66.83,17.53
336,[00:00:13.4400],39.27,66.83,-6.74
337,[00:00:13.4800],62.65,66.83,-17.18
338,[00:00:13.5200],36.96,66.83,32.38
339,[00:00:13.5600],74.22,66.83,16.29
340,[00:00:13.6000],52.02,66.83,6.94
341,[00:00:13.6400],81.43,66.83,14.11
342,[00:00:13.6800],66.43,66.83,-21.29
343,[00:00:13.7200],72.56,66.83,-2.78
344,[00:00:13.7600],64.16,66.83,-0.58
345,[00:00:13.8000],54.35,66.83,-11.95
346,[00:00:13.8400],42.36,66.83,18.13
347,[00:00:13.8800],50.57,66.83,9.83
348,[00:00:13.9200],84.11,66.83,-20.91
349,[00:00:13.9600],49.15,66.83,-32.08
350,[00:00:14.0000],84.45,66.83,14.50
351,[00:00:14.0400],56.57,66.83,-30.00
352,[00:00:14.0800],86.92,66.83,13.59
353,[00:00:14.1200],127.84,66.83,31.64
354,[00:00:14.1600],28.68,66.83,21.44
355,[00:00:14.2000],36.51,66.83,33.01
356,[00:00:14.2400],86.78,66.83,37.08
357,[00:00:14.2800],48.07,66.83,27.98
358,[00:00:14.3200],58.06,66.83,7.14
359,[00:00:14.3600],110.69,66.83,-31.04
360,[00:00:14.4000],81.30,66.83,13.37
361,[00:00:14.4400],62.90,66.83,25.23
362,[00:00:14.4800],68.85,66.83,30.86
363,[00:00:14.5200],58.62,66.83,-46.32
364,[00:00:14.5600],68.92,66.83,-5.72
365,[00:00:14.6000],67.55,66.83,-16.05
366,[00:00:14.6400],33.33,66.83,-10.71
367,[00:00:14.6800],36.90,66.83,-6.80
368,[00:00:14.7200],89.93,66.83,8.29
369,[00:00:14.7600],42.25,66.83,-4.69
370,[00:00:14.8000],61.61,66.83,9.57
371,[00:00:14.8400],107.56,66.83,-47.26
372,[00:00:14.8800],93.47,66.83,-1.07
373,[00:00:14.9200],97.08,66.83,-6.14
374,[00:00:14.9600],65.54,66.83,23.55
375,[00:00:15.0000],13.24,66.83,20.59
376,[00:00:15.0400],102.77,66.83,-34.60
377,[00:00:15.0800],84.12,66.83,-2.98
378,[00:00:15.1200],82.48,66.83,25.61
379,[00:00:15.1600],52.62,66.83,20.26
380,[00:00:15.2000],67.86,66.83,6.92
381,[00:00:15.2400],58.78,66.83,2.55
382,[00:00:15.2800],106.60,66.83,-14.74
383,[00:00:15.3200],98.64,66.83,-32.76
384,[00:00:15.3600],73.68,66.83,-29.99
385,[00:00:15.4000],55.08,66.83,-4.34
386,[00:00:15.4400],102.88,66.83,-49.06
387,[00:00:15.4800],54.93,66.83,6.60
388,[00:00:15.5200],101.37,66.83,-7.19
389,[00:00:15.5600],37.27,66.83,-25.28
390,[00:00:15.6000],83.07,66.83,-24.37
391,[00:00:15.6400],11.98,66.83,17.62
392,[00:00:15.6800],98.15,66.83,22.90
393,[00:00:15.7200],70.33,66.83,22.90
394,[00:00:15.7600],67.18,66.83,8.60
395,[00:00:15.8000],64.62,66.83,-13.16
396,[00:00:15.8400],32.14,66.83,-30.82
397,[00:00:15.8800],51.71,66.83,3.58
398,[00:00:15.9200],23.59,66.83,-8.30
399,[00:00:15.9600],53.42,66.83,22.43
400,[00:00:16.0000],68.94,66.83,20.38
401,[00:00:16.0400],82.79,66.83,21.09
402,[00:00:16.0800],50.34,66.83,-8.95
403,[00:00:16.1200],39.02,66.83,-2.50
404,[00:00:16.1600],50.17,66.83,16.66
405,[00:00:16.2000],76.78,66.83,1.81
406,[00:00:16.2400],105.83,66.83,-10.77
407,[00:00:16.2800],38.17,66.83,32.97
408,[00:00:16.3200],29.38,66.83,16.49
409,[00:00:16.3600],55.25,66.83,-4.95
410,[00:00:16.4000],77.46,66.83,2.03
411,[00:00:16.4400],52.17,66.83,-4.88
412,[00:00:16.4800],58.88,66.83,-23.23
413,[00:00:16.5200],90.73,66.83,-20.45
414,[00:00:16.5600],69.88,66.83,6.39
415,[00:00:16.6000],64.35,66.83,19.17
416,[00:00:16.6400],5.66,66.83,-11.38
417,[00:00:16.6800],97.12,66.83,29.23
418,[00:00:16.7200],95.29,66.83,-2.14
419,[00:00:16.7600],43.69,66.83,-1.48
420,[00:00:16.8000],76.02,66.83,6.36
421,[00:00:16.8400],122.12,66.83,-18.27
422,[00:00:16.8800],30.24,66.83,19.32
423,[00:00:16.9200],92.12,66.83,-19.52
424,[00:00:16.9600],97.79,66.83,-5.86
425,[00:00:17.0000],86.18,66.83,0.09
426,[00:00:17.0400],84.17,66.83,14.58
427,[00:00:17.0800],21.85,66.83,-15.87
